post,class,prediction,implicit_class
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,explicit_hate,explicit_hate,
black leaders advocating genocide of white devils ; dhs official booted for advocating white genocide,implicit_hate,explicit_hate,stereotypical
" what is a  "" race "" "" ? how do you determine who is "" "" white "" "" or "" "" off-white "" "" ? """,not_hate,not_hate,
"  "" the government should not force religious organizations ... to be complicit in providing abortion pills ... "" "" """,not_hate,not_hate,
intends to score house reconciliation act . it's time to #defundpp #prolife via,not_hate,not_hate,
"yeah. best education system, best armed forces, best equality and diversity systems what have you got? goats and wasteland i bet.",implicit_hate,implicit_hate,inferiority
but after last night  white self hating baby boomers are trying to make there ca,implicit_hate,implicit_hate,white_grievance
#tuhsd #keepplannedparenthoodoutofschools is not a religious issue  it's a legal issue . read sb1009,not_hate,not_hate,
bbc fires award-winning white male comedian for being white and male,implicit_hate,implicit_hate,white_grievance
e . g .  un projects 4 to 15 billion people in africa by 2100 ; obviously,not_hate,implicit_hate,
are you arguing against racial separation ? or just against incomplete separation ?,not_hate,not_hate,
this photo was taken after fields drove his car  isis-like  into the crowd . see the people lying on the ground ?,implicit_hate,not_hate,stereotypical
2 / there is currently an unprecedented assault taking place on the free speech of american citizens by anti-white corporate interests .,implicit_hate,implicit_hate,white_grievance
some thoughts : 1 ) here is the issue : as pro-white activists  we need to be serving the average white person more directly . there needs to be a volunteer organization with the sole intent of helping white people in economic problems . think of it like a salvation army for whites,implicit_hate,implicit_hate,incitement
i see what you're saying but honestly we are looking at fascism in many colors - the united colors of anarchy ...,not_hate,not_hate,
i live a few blocks from a liberal university i would love to get some of these posters,not_hate,not_hate,
because its the truth  you retards . christian killer tried to kill muslims in munich .,not_hate,explicit_hate,
#justiceforjack is justice for all in a society of free exchange of ideas  thoughts  & beliefs despite our differ,not_hate,not_hate,
it means people aren't buying the lie  diversity kills  now prove me wrong,implicit_hate,implicit_hate,white_grievance
suburbs are actually just well-constructed refugee camps for white people #altright,implicit_hate,implicit_hate,white_grievance
how many feminists does it take to change a light bulb ? feminists ca n't change anything .,implicit_hate,implicit_hate,irony
you realize more white people are on welfare . we only make up 12 % of the us population . thank you,not_hate,not_hate,
"  "" : #whatilove is the amazing  creative  white race . #whiteppl #whitepeople #whitepride "" "" lol """,implicit_hate,not_hate,incitement
#whywemarch since doctors thought i might have birth defects they thought my life wouldn't be worth living . let me tell you  it totally is,not_hate,not_hate,
why do you guys hate jews and black people . they can't help the color of their skin and they're ancestors were different ok so stop,not_hate,implicit_hate,
read to your kids . #blacklivesmatter #nascar,not_hate,not_hate,
he puts his feelings and interests before the movement and safety and posterity of its members willing to dox people for bullying him .,not_hate,not_hate,
"  "" diverse "" "" britain : black gangs to be rewarded with free barbecues and sports events | more : """,implicit_hate,implicit_hate,white_grievance
what timely fashion to have a nice crop of afghan / iraq vets filling ranks of alt right .,not_hate,implicit_hate,
18 / breaking news : individuals have ethnic and cultural identities and loyalties which they find meaningful,not_hate,not_hate,
and its not working . now any changes are subject to massive amounts of uncertainty . they've lost control and can't adjust .,not_hate,not_hate,
optics ? where's an old piper supposed to go after his application is rejected by,not_hate,not_hate,
is a national treasure . do you know careless whisper ? #altright,not_hate,implicit_hate,
david lane : open letter to the dead white race | read more :,implicit_hate,implicit_hate,white_grievance
good : iran's supreme leader questioning the reality of the holocaust | read more :,implicit_hate,not_hate,stereotypical
: #marriage sanctioned by god is the joining of one man and one woman  as their genders were determined by god at conceptio,implicit_hate,not_hate,incitement
then you should understand why white people in america are resisting being colonized by the,implicit_hate,implicit_hate,white_grievance
trump  cruz  and new york values -,not_hate,not_hate,
4 / the government of south africa is about to seize the land of the white minority . they are launching a real white genocide,implicit_hate,explicit_hate,white_grievance
i don't view any as naturally inferior  we can't really tell in the small period of our lives . you however by positing that the white race ..,not_hate,not_hate,
the traitors are the ones who are not trying to stop the jews from turning american into a non-white country .,implicit_hate,explicit_hate,incitement
jews are not white . they admit this themselves and they have difference dna than gentiles,implicit_hate,implicit_hate,inferiority
: ernst zndel : the hitler we loved and why via,implicit_hate,implicit_hate,incitement
one state takes stand on god in school and christian values.kentucky goes to the matt for religious liberty :,not_hate,not_hate,
alliance defending freedom communications team excited and mostly awake ! #teambuilding,not_hate,not_hate,
: i have done my understanding . it a about jihad . done . lesson over . doesn't take a genius .,implicit_hate,not_hate,stereotypical
ritual muti killings is a way of life in rural areas of black south africa via,implicit_hate,implicit_hate,stereotypical
others having joined aap,not_hate,not_hate,
: too bad he didn't kill the guy . you white supremacists are so fragile that you break like glass,not_hate,explicit_hate,
and we see how well desegregation helped white people ... now they are statistically more likely to victimized by a black ...,implicit_hate,implicit_hate,stereotypical
back there . many america leftist jews have become fascist,not_hate,implicit_hate,
no rebranding isn't needed  america's roots are white nationalism . #redpillamerica #americanhistory #makewamericanschooseiftheywatobeamerican,implicit_hate,explicit_hate,incitement
nba's millonare anti-black racist jew tells girlfriend  ' in israel  blacks are treated like dogs ' | read more :,implicit_hate,implicit_hate,stereotypical
sick : listen to singapore pm tout america becoming less white ( from mass immigration ) while standing next to obama,not_hate,implicit_hate,
beautiful white life !,implicit_hate,not_hate,incitement
i don't hate anyone . you conflate criticism of islam with hate .,not_hate,not_hate,
" weren't all the ff's essentially white nationalists ? since they created  "" america "" ""  then """,not_hate,implicit_hate,
weak white people have nearly destroyed us . no other race is so self-hating .,implicit_hate,implicit_hate,white_grievance
modern heretic : jew explains plan for white disarmament  genocide #withjewswelose,implicit_hate,explicit_hate,white_grievance
